ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.flags.syn,tcp.flags.ack,tcp.flags.reset,tcp.len,frame.len,frame.time,frame.time_relative,frame.protocols,frame.number,_ws.col.info,tcp.analysis.flags,tcp.analysis.retransmission,udp.length,http.request.method,http.request.uri,http.authbasic,http.user_agent,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.stream,tcp.urgent_pointer,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,udp.port,frame.time_delta,tcp.time_relative,tcp.time_delta
"192.168.1.7","192.168.1.16","57696","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:48.839777823 Turquie","138.583289375","sll:ethertype:ip:tcp:ftp","382","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","77","32","11","0",,,,,"0.000289716","3.711858152","0.101438560"
"192.168.1.16","192.168.1.7","21","57696","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:48.839977556 Turquie","138.583489108","sll:ethertype:ip:tcp","383","21 → 57696 [ACK] Seq=77 Ack=47 Win=5888 Len=0 TSval=1325799 TSecr=1729651998",,,,,,,,"52","True","False",,,,"64","6","5888","47","77","11","0","0.000199733",,,,"0.000199733","3.712057885","0.000199733"
"192.168.1.16","192.168.1.7","21","57696","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:48.840073565 Turquie","138.583585117","sll:ethertype:ip:tcp:ftp","384","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","47","77","11","0",,,,,"0.000096009","3.712153894","0.000096009"
"192.168.1.7","192.168.1.16","57696","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:48.840081014 Turquie","138.583592566","sll:ethertype:ip:tcp","385","57696 → 21 [ACK] Seq=47 Ack=111 Win=32128 Len=0 TSval=1729651998 TSecr=1325799",,,,,,,,"52","True","False",,,,"64","6","32128","111","47","11","0","0.000007449",,,,"0.000007449","3.712161343","0.000007449"
"192.168.1.7","192.168.1.16","57682","21","0x0018","False","True","False","14","82","Apr  1, 2024 00:38:48.940699257 Turquie","138.684210809","sll:ethertype:ip:tcp:ftp","386","Request: PASS friends",,,,,,,,"66","True","False",,,,"64","6","32128","111","47","10","0",,,,,"0.100618243","3.812892752","0.101211150"
"192.168.1.7","192.168.1.16","57696","21","0x0018","False","True","False","16","84","Apr  1, 2024 00:38:48.941622375 Turquie","138.685133927","sll:ethertype:ip:tcp:ftp","387","Request: PASS butterfly",,,,,,,,"68","True","False",,,,"64","6","32128","111","47","11","0",,,,,"0.000923118","3.813702704","0.101541361"
"192.168.1.16","192.168.1.7","21","57682","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:48.971130290 Turquie","138.714641842","sll:ethertype:ip:tcp","388","21 → 57682 [ACK] Seq=111 Ack=61 Win=5888 Len=0 TSval=1325813 TSecr=1729652099",,,,,,,,"52","True","False",,,,"64","6","5888","61","111","10","0","0.030431033",,,,"0.029507915","3.843323785","0.030431033"
"192.168.1.16","192.168.1.7","21","57696","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:48.982179728 Turquie","138.725691280","sll:ethertype:ip:tcp","389","21 → 57696 [ACK] Seq=111 Ack=63 Win=5888 Len=0 TSval=1325814 TSecr=1729652100",,,,,,,,"52","True","False",,,,"64","6","5888","63","111","11","0","0.040557353",,,,"0.011049438","3.854260057","0.040557353"
,,,,,,,,,"62","Apr  1, 2024 00:38:49.971886512 Turquie","139.715398064","sll:ethertype:arp","390","Who has 192.168.1.1? Tell 192.168.1.3",,,,,,,,,,,,,,,,,,,,,,,,,"0.989706784",,
"0.0.0.0","255.255.255.255",,,,,,,,"366","Apr  1, 2024 00:38:49.988217508 Turquie","139.731729060","sll:ethertype:ip:udp:dhcp","391","DHCP Request  - Transaction ID 0x49f9998a",,,"330",,,,,"350","False","False",,,,"64","17",,,,,,,,,"68","0.016330996",,
,,,,,,,,,"62","Apr  1, 2024 00:38:50.321961873 Turquie","140.065473425","sll:ethertype:arp","392","Who has 192.168.1.3? (ARP Probe)",,,,,,,,,,,,,,,,,,,,,,,,,"0.333744365",,
,,,,,,,,,"62","Apr  1, 2024 00:38:50.645378962 Turquie","140.388890514","sll:ethertype:arp","393","Who has 192.168.1.1? Tell 192.168.1.12",,,,,,,,,,,,,,,,,,,,,,,,,"0.323417089",,
,,,,,,,,,"80","Apr  1, 2024 00:38:50.751096517 Turquie","140.494608069","sll:ethertype:ipv6:icmpv6","394","Router Advertisement from 34:e8:94:18:b3:a6",,,,,,,,,,,,,,,,,,,,,,,,,"0.105717555",,
,,,,,,,,,"62","Apr  1, 2024 00:38:50.821967688 Turquie","140.565479240","sll:ethertype:arp","395","Who has 192.168.1.1? Tell 192.168.1.3",,,,,,,,,,,,,,,,,,,,,,,,,"0.070871171",,
,,,,,,,,,"62","Apr  1, 2024 00:38:51.322103513 Turquie","141.065615065","sll:ethertype:arp","396","Who has 192.168.1.3? (ARP Probe)",,,,,,,,,,,,,,,,,,,,,,,,,"0.500135825",,
,,,,,,,,,"88","Apr  1, 2024 00:38:51.322250744 Turquie","141.065762296","sll:ethertype:ipv6:icmpv6","397","Neighbor Advertisement fe80::1874:3c14:f35f:59fb (ovr) is at 1c:4d:70:79:43:84",,,,,,,,,,,,,,,,,,,,,,,,,"0.000147231",,
"192.168.1.16","192.168.1.7","21","57674","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:51.511711996 Turquie","141.255223548","sll:ethertype:ip:tcp:ftp","398","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","57","111","8","0",,,,,"0.189461252","6.416815198","3.380199782"
"192.168.1.7","192.168.1.16","57674","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:51.511742570 Turquie","141.255254122","sll:ethertype:ip:tcp","399","57674 → 21 [ACK] Seq=57 Ack=133 Win=32128 Len=0 TSval=1729654670 TSecr=1326067",,,,,,,,"52","True","False",,,,"64","6","32128","133","57","8","0","0.000030574",,,,"0.000030574","6.416845772","0.000030574"
"192.168.1.16","192.168.1.7","21","57676","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:51.532187151 Turquie","141.275698703","sll:ethertype:ip:tcp:ftp","400","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","60","111","9","0",,,,,"0.020444581","6.417319750","3.380235322"
"192.168.1.7","192.168.1.16","57676","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:51.532220519 Turquie","141.275732071","sll:ethertype:ip:tcp","401","57676 → 21 [ACK] Seq=60 Ack=133 Win=32128 Len=0 TSval=1729654690 TSecr=1326069",,,,,,,,"52","True","False",,,,"64","6","32128","133","60","9","0","0.000033368",,,,"0.000033368","6.417353118","0.000033368"
"192.168.1.7","192.168.1.16","57674","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:51.613692784 Turquie","141.357204336","sll:ethertype:ip:tcp:ftp","402","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","57","8","0",,,,,"0.081472265","6.518795986","0.101950214"
"192.168.1.16","192.168.1.7","21","57674","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:51.613986644 Turquie","141.357498196","sll:ethertype:ip:tcp","403","21 → 57674 [ACK] Seq=133 Ack=72 Win=5888 Len=0 TSval=1326077 TSecr=1729654772",,,,,,,,"52","True","False",,,,"64","6","5888","72","133","8","0","0.000293860",,,,"0.000293860","6.519089846","0.000293860"
"192.168.1.16","192.168.1.7","21","57674","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:51.614113510 Turquie","141.357625062","sll:ethertype:ip:tcp:ftp","404","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","72","133","8","0",,,,,"0.000126866","6.519216712","0.000126866"
"192.168.1.7","192.168.1.16","57674","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:51.614127091 Turquie","141.357638643","sll:ethertype:ip:tcp","405","57674 → 21 [ACK] Seq=72 Ack=167 Win=32128 Len=0 TSval=1729654772 TSecr=1326077",,,,,,,,"52","True","False",,,,"64","6","32128","167","72","8","0","0.000013581",,,,"0.000013581","6.519230293","0.000013581"
"192.168.1.7","192.168.1.16","57676","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:51.633981770 Turquie","141.377493322","sll:ethertype:ip:tcp:ftp","406","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","60","9","0",,,,,"0.019854679","6.519114369","0.101761251"
"192.168.1.16","192.168.1.7","21","57676","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:51.634233519 Turquie","141.377745071","sll:ethertype:ip:tcp","407","21 → 57676 [ACK] Seq=133 Ack=75 Win=5888 Len=0 TSval=1326079 TSecr=1729654792",,,,,,,,"52","True","False",,,,"64","6","5888","75","133","9","0","0.000251749",,,,"0.000251749","6.519366118","0.000251749"
"192.168.1.16","192.168.1.7","21","57676","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:51.634366282 Turquie","141.377877834","sll:ethertype:ip:tcp:ftp","408","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","75","133","9","0",,,,,"0.000132763","6.519498881","0.000132763"
"192.168.1.7","192.168.1.16","57676","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:51.634376781 Turquie","141.377888333","sll:ethertype:ip:tcp","409","57676 → 21 [ACK] Seq=75 Ack=167 Win=32128 Len=0 TSval=1729654792 TSecr=1326079",,,,,,,,"52","True","False",,,,"64","6","32128","167","75","9","0","0.000010499",,,,"0.000010499","6.519509380","0.000010499"
"192.168.1.7","192.168.1.16","57674","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:38:51.715465299 Turquie","141.458976851","sll:ethertype:ip:tcp:ftp","410","Request: PASS purple",,,,,,,,"65","True","False",,,,"64","6","32128","167","72","8","0",,,,,"0.081088518","6.620568501","0.101338208"
"192.168.1.7","192.168.1.16","57676","21","0x0018","False","True","False","12","80","Apr  1, 2024 00:38:51.734936381 Turquie","141.478447933","sll:ethertype:ip:tcp:ftp","411","Request: PASS angel",,,,,,,,"64","True","False",,,,"64","6","32128","167","75","9","0",,,,,"0.019471082","6.620068980","0.100559600"
"192.168.1.16","192.168.1.7","21","57674","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:51.751988283 Turquie","141.495499835","sll:ethertype:ip:tcp","412","21 → 57674 [ACK] Seq=167 Ack=85 Win=5888 Len=0 TSval=1326091 TSecr=1729654873",,,,,,,,"52","True","False",,,,"64","6","5888","85","167","8","0","0.036522984",,,,"0.017051902","6.657091485","0.036522984"
"192.168.1.16","192.168.1.7","21","57676","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:51.771832281 Turquie","141.515343833","sll:ethertype:ip:tcp","413","21 → 57676 [ACK] Seq=167 Ack=87 Win=5888 Len=0 TSval=1326093 TSecr=1729654893",,,,,,,,"52","True","False",,,,"64","6","5888","87","167","9","0","0.036895900",,,,"0.019843998","6.656964880","0.036895900"
"192.168.1.16","192.168.1.7","21","57696","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:52.173786342 Turquie","141.917297894","sll:ethertype:ip:tcp:ftp","414","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","63","111","11","0",,,,,"0.401954061","7.045866671","3.191606614"
"192.168.1.7","192.168.1.16","57696","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:52.173852904 Turquie","141.917364456","sll:ethertype:ip:tcp","415","57696 → 21 [ACK] Seq=63 Ack=133 Win=32128 Len=0 TSval=1729655332 TSecr=1326133",,,,,,,,"52","True","False",,,,"64","6","32128","133","63","11","0","0.000066562",,,,"0.000066562","7.045933233","0.000066562"
"192.168.1.16","192.168.1.7","21","57682","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:52.174881288 Turquie","141.918392840","sll:ethertype:ip:tcp:ftp","416","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","61","111","10","0",,,,,"0.001028384","7.047074783","3.203750998"
"192.168.1.7","192.168.1.16","57682","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:52.174929053 Turquie","141.918440605","sll:ethertype:ip:tcp","417","57682 → 21 [ACK] Seq=61 Ack=133 Win=32128 Len=0 TSval=1729655333 TSecr=1326133",,,,,,,,"52","True","False",,,,"64","6","32128","133","61","10","0","0.000047765",,,,"0.000047765","7.047122548","0.000047765"
"192.168.1.7","192.168.1.16","57682","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:52.277499266 Turquie","142.021010818","sll:ethertype:ip:tcp:ftp","418","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","61","10","0",,,,,"0.102570213","7.149692761","0.102570213"
"192.168.1.7","192.168.1.16","57696","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:52.277656544 Turquie","142.021168096","sll:ethertype:ip:tcp:ftp","419","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","133","63","11","0",,,,,"0.000157278","7.149736873","0.103803640"
"192.168.1.16","192.168.1.7","21","57682","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:52.277737424 Turquie","142.021248976","sll:ethertype:ip:tcp","420","21 → 57682 [ACK] Seq=133 Ack=76 Win=5888 Len=0 TSval=1326143 TSecr=1729655435",,,,,,,,"52","True","False",,,,"64","6","5888","76","133","10","0","0.000238158",,,,"0.000080880","7.149930919","0.000238158"
"192.168.1.16","192.168.1.7","21","57696","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:52.277858418 Turquie","142.021369970","sll:ethertype:ip:tcp","421","21 → 57696 [ACK] Seq=133 Ack=78 Win=5888 Len=0 TSval=1326143 TSecr=1729655436",,,,,,,,"52","True","False",,,,"64","6","5888","78","133","11","0","0.000201874",,,,"0.000120994","7.149938747","0.000201874"
"192.168.1.16","192.168.1.7","21","57682","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:52.277954063 Turquie","142.021465615","sll:ethertype:ip:tcp:ftp","422","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","76","133","10","0",,,,,"0.000095645","7.150147558","0.000216639"
"192.168.1.7","192.168.1.16","57682","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:52.277962602 Turquie","142.021474154","sll:ethertype:ip:tcp","423","57682 → 21 [ACK] Seq=76 Ack=167 Win=32128 Len=0 TSval=1729655436 TSecr=1326143",,,,,,,,"52","True","False",,,,"64","6","32128","167","76","10","0","0.000008539",,,,"0.000008539","7.150156097","0.000008539"
"192.168.1.16","192.168.1.7","21","57696","0x0018","False","True","False","34","102","Apr  1, 2024 00:38:52.278053590 Turquie","142.021565142","sll:ethertype:ip:tcp:ftp","424","Response: 331 Please specify the password.",,,,,,,,"86","True","False",,,,"64","6","5888","78","133","11","0",,,,,"0.000090988","7.150133919","0.000195172"
"192.168.1.7","192.168.1.16","57696","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:52.278065204 Turquie","142.021576756","sll:ethertype:ip:tcp","425","57696 → 21 [ACK] Seq=78 Ack=167 Win=32128 Len=0 TSval=1729655436 TSecr=1326143",,,,,,,,"52","True","False",,,,"64","6","32128","167","78","11","0","0.000011614",,,,"0.000011614","7.150145533","0.000011614"
,,,,,,,,,"62","Apr  1, 2024 00:38:52.322298293 Turquie","142.065809845","sll:ethertype:arp","426","Who has 192.168.1.3? (ARP Probe)",,,,,,,,,,,,,,,,,,,,,,,,,"0.044233089",,
"192.168.1.7","192.168.1.16","57682","21","0x0018","False","True","False","13","81","Apr  1, 2024 00:38:52.379835612 Turquie","142.123347164","sll:ethertype:ip:tcp:ftp","427","Request: PASS jordan",,,,,,,,"65","True","False",,,,"64","6","32128","167","76","10","0",,,,,"0.057537319","7.252029107","0.101873010"
"192.168.1.7","192.168.1.16","57696","21","0x0018","False","True","False","16","84","Apr  1, 2024 00:38:52.379879171 Turquie","142.123390723","sll:ethertype:ip:tcp:ftp","428","Request: PASS liverpool",,,,,,,,"68","True","False",,,,"64","6","32128","167","78","11","0",,,,,"0.000043559","7.251959500","0.101813967"
"192.168.1.16","192.168.1.7","21","57682","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:52.411976447 Turquie","142.155487999","sll:ethertype:ip:tcp","429","21 → 57682 [ACK] Seq=167 Ack=89 Win=5888 Len=0 TSval=1326157 TSecr=1729655538",,,,,,,,"52","True","False",,,,"64","6","5888","89","167","10","0","0.032140835",,,,"0.032097276","7.284169942","0.032140835"
"192.168.1.16","192.168.1.7","21","57696","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:52.411976650 Turquie","142.155488202","sll:ethertype:ip:tcp","430","21 → 57696 [ACK] Seq=167 Ack=94 Win=5888 Len=0 TSval=1326157 TSecr=1729655538",,,,,,,,"52","True","False",,,,"64","6","5888","94","167","11","0","0.032097479",,,,"0.000000203","7.284056979","0.032097479"
"0.0.0.0","255.255.255.255",,,,,,,,"366","Apr  1, 2024 00:38:52.833204185 Turquie","142.576715737","sll:ethertype:ip:udp:dhcp","431","DHCP Request  - Transaction ID 0x49f9998a",,,"330",,,,,"350","False","False",,,,"64","17",,,,,,,,,"68","0.421227535",,
,,,,,,,,,"62","Apr  1, 2024 00:38:53.321890456 Turquie","143.065402008","sll:ethertype:arp","432","ARP Announcement for 192.168.1.3",,,,,,,,,,,,,,,,,,,,,,,,,"0.488686271",,
,,,,,,,,,"80","Apr  1, 2024 00:38:54.333034919 Turquie","144.076546471","sll:ethertype:ipv6:icmpv6","433","Router Advertisement from 34:e8:94:18:b3:a6",,,,,,,,,,,,,,,,,,,,,,,,,"1.011144463",,
"192.168.1.16","192.168.1.7","21","57674","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:54.681524027 Turquie","144.425035579","sll:ethertype:ip:tcp:ftp","434","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","85","167","8","0",,,,,"0.348489108","9.586627229","2.929535744"
"192.168.1.7","192.168.1.16","57674","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:54.681551893 Turquie","144.425063445","sll:ethertype:ip:tcp","435","57674 → 21 [ACK] Seq=85 Ack=189 Win=32128 Len=0 TSval=1729657840 TSecr=1326384",,,,,,,,"52","True","False",,,,"64","6","32128","189","85","8","0","0.000027866",,,,"0.000027866","9.586655095","0.000027866"
"192.168.1.16","192.168.1.7","21","57674","0x0011","False","True","False","0","68","Apr  1, 2024 00:38:54.681661240 Turquie","144.425172792","sll:ethertype:ip:tcp","436","21 → 57674 [FIN, ACK] Seq=189 Ack=85 Win=5888 Len=0 TSval=1326384 TSecr=1729654873",,,,,,,,"52","True","False",,,,"64","6","5888","85","189","8","0",,,,,"0.000109347","9.586764442","0.000109347"
"192.168.1.16","192.168.1.7","21","57676","0x0018","False","True","False","22","90","Apr  1, 2024 00:38:54.702098615 Turquie","144.445610167","sll:ethertype:ip:tcp:ftp","437","Response: 530 Login incorrect.",,,,,,,,"74","True","False",,,,"64","6","5888","87","167","9","0",,,,,"0.020437375","9.587231214","2.930266334"
"192.168.1.7","192.168.1.16","57676","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:54.702125442 Turquie","144.445636994","sll:ethertype:ip:tcp","438","57676 → 21 [ACK] Seq=87 Ack=189 Win=32128 Len=0 TSval=1729657860 TSecr=1326386",,,,,,,,"52","True","False",,,,"64","6","32128","189","87","9","0","0.000026827",,,,"0.000026827","9.587258041","0.000026827"
"192.168.1.16","192.168.1.7","21","57676","0x0011","False","True","False","0","68","Apr  1, 2024 00:38:54.702324952 Turquie","144.445836504","sll:ethertype:ip:tcp","439","21 → 57676 [FIN, ACK] Seq=189 Ack=87 Win=5888 Len=0 TSval=1326386 TSecr=1729654893",,,,,,,,"52","True","False",,,,"64","6","5888","87","189","9","0",,,,,"0.000199510","9.587457551","0.000199510"
"192.168.1.7","192.168.1.16","57674","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:54.723059850 Turquie","144.466571402","sll:ethertype:ip:tcp","440","57674 → 21 [ACK] Seq=85 Ack=190 Win=32128 Len=0 TSval=1729657881 TSecr=1326384",,,,,,,,"52","True","False",,,,"64","6","32128","190","85","8","0","0.041398610",,,,"0.020734898","9.628163052","0.041398610"
"192.168.1.7","192.168.1.16","57676","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:54.742616902 Turquie","144.486128454","sll:ethertype:ip:tcp","441","57676 → 21 [ACK] Seq=87 Ack=190 Win=32128 Len=0 TSval=1729657901 TSecr=1326386",,,,,,,,"52","True","False",,,,"64","6","32128","190","87","9","0","0.040291950",,,,"0.019557052","9.627749501","0.040291950"
"192.168.1.7","192.168.1.16","57674","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:54.782401468 Turquie","144.525913020","sll:ethertype:ip:tcp:ftp","442","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","190","85","8","0",,,,,"0.039784566","9.687504670","0.059341618"
"192.168.1.7","192.168.1.16","57674","21","0x0011","False","True","False","0","68","Apr  1, 2024 00:38:54.782440528 Turquie","144.525952080","sll:ethertype:ip:tcp","443","57674 → 21 [FIN, ACK] Seq=100 Ack=190 Win=32128 Len=0 TSval=1729657940 TSecr=1326384",,,,,,,,"52","True","False",,,,"64","6","32128","190","100","8","0",,,,,"0.000039060","9.687543730","0.000039060"
"192.168.1.16","192.168.1.7","21","57674","0x0004","False","False","True","0","62","Apr  1, 2024 00:38:54.782641572 Turquie","144.526153124","sll:ethertype:ip:tcp","444","21 → 57674 [RST] Seq=190 Win=0 Len=0",,,,,,,,"40","True","False",,,,"64","6","0","0","190","8","0",,,,,"0.000201044","9.687744774","0.000201044"
"192.168.1.16","192.168.1.7","21","57674","0x0004","False","False","True","0","62","Apr  1, 2024 00:38:54.782641744 Turquie","144.526153296","sll:ethertype:ip:tcp","445","21 → 57674 [RST] Seq=190 Win=0 Len=0",,,,,,,,"40","True","False",,,,"64","6","0","0","190","8","0",,,,,"0.000000172","9.687744946","0.000000172"
"192.168.1.7","192.168.1.16","56218","21","0x0002","True","False","False","0","76","Apr  1, 2024 00:38:54.782698186 Turquie","144.526209738","sll:ethertype:ip:tcp","446","56218 → 21 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=1729657941 TSecr=0 WS=128",,,,,,,,"60","True","False",,,,"64","6","32120","0","0","12","0",,,,,"0.000056442","0.000000000","0.000000000"
"192.168.1.16","192.168.1.7","21","56218","0x0012","True","True","False","0","76","Apr  1, 2024 00:38:54.782886061 Turquie","144.526397613","sll:ethertype:ip:tcp","447","21 → 56218 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=1326394 TSecr=1729657941 WS=128",,,,,,,,"60","True","False",,,,"64","6","5792","1","0","12","0","0.000187875",,,,"0.000187875","0.000187875","0.000187875"
"192.168.1.7","192.168.1.16","56218","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:54.782901393 Turquie","144.526412945","sll:ethertype:ip:tcp","448","56218 → 21 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=1729657941 TSecr=1326394",,,,,,,,"52","True","False",,,,"64","6","32128","1","1","12","0","0.000015332",,,,"0.000015332","0.000203207","0.000015332"
"192.168.1.16","192.168.1.7","21","56218","0x0018","False","True","False","20","88","Apr  1, 2024 00:38:54.785063280 Turquie","144.528574832","sll:ethertype:ip:tcp:ftp","449","Response: 220 (vsFTPd 2.3.4)",,,,,,,,"72","True","False",,,,"64","6","5888","1","1","12","0",,,,,"0.002161887","0.002365094","0.002161887"
"192.168.1.7","192.168.1.16","56218","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:54.785081151 Turquie","144.528592703","sll:ethertype:ip:tcp","450","56218 → 21 [ACK] Seq=1 Ack=21 Win=32128 Len=0 TSval=1729657943 TSecr=1326394",,,,,,,,"52","True","False",,,,"64","6","32128","21","1","12","0","0.000017871",,,,"0.000017871","0.002382965","0.000017871"
"192.168.1.7","192.168.1.16","57676","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:54.802924100 Turquie","144.546435652","sll:ethertype:ip:tcp:ftp","451","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","190","87","9","0",,,,,"0.017842949","9.688056699","0.060307198"
"192.168.1.7","192.168.1.16","57676","21","0x0011","False","True","False","0","68","Apr  1, 2024 00:38:54.802980974 Turquie","144.546492526","sll:ethertype:ip:tcp","452","57676 → 21 [FIN, ACK] Seq=102 Ack=190 Win=32128 Len=0 TSval=1729657961 TSecr=1326386",,,,,,,,"52","True","False",,,,"64","6","32128","190","102","9","0",,,,,"0.000056874","9.688113573","0.000056874"
"192.168.1.16","192.168.1.7","21","57676","0x0004","False","False","True","0","62","Apr  1, 2024 00:38:54.803198378 Turquie","144.546709930","sll:ethertype:ip:tcp","453","21 → 57676 [RST] Seq=190 Win=0 Len=0",,,,,,,,"40","True","False",,,,"64","6","0","0","190","9","0",,,,,"0.000217404","9.688330977","0.000217404"
"192.168.1.16","192.168.1.7","21","57676","0x0004","False","False","True","0","62","Apr  1, 2024 00:38:54.803198561 Turquie","144.546710113","sll:ethertype:ip:tcp","454","21 → 57676 [RST] Seq=190 Win=0 Len=0",,,,,,,,"40","True","False",,,,"64","6","0","0","190","9","0",,,,,"0.000000183","9.688331160","0.000000183"
"192.168.1.7","192.168.1.16","56222","21","0x0002","True","False","False","0","76","Apr  1, 2024 00:38:54.803230621 Turquie","144.546742173","sll:ethertype:ip:tcp","455","56222 → 21 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=1729657961 TSecr=0 WS=128",,,,,,,,"60","True","False",,,,"64","6","32120","0","0","13","0",,,,,"0.000032060","0.000000000","0.000000000"
"192.168.1.16","192.168.1.7","21","56222","0x0012","True","True","False","0","76","Apr  1, 2024 00:38:54.803473036 Turquie","144.546984588","sll:ethertype:ip:tcp","456","21 → 56222 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM TSval=1326396 TSecr=1729657961 WS=128",,,,,,,,"60","True","False",,,,"64","6","5792","1","0","13","0","0.000242415",,,,"0.000242415","0.000242415","0.000242415"
"192.168.1.7","192.168.1.16","56222","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:54.803506352 Turquie","144.547017904","sll:ethertype:ip:tcp","457","56222 → 21 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=1729657961 TSecr=1326396",,,,,,,,"52","True","False",,,,"64","6","32128","1","1","13","0","0.000033316",,,,"0.000033316","0.000275731","0.000033316"
"192.168.1.16","192.168.1.7","21","56222","0x0018","False","True","False","20","88","Apr  1, 2024 00:38:54.805926217 Turquie","144.549437769","sll:ethertype:ip:tcp:ftp","458","Response: 220 (vsFTPd 2.3.4)",,,,,,,,"72","True","False",,,,"64","6","5888","1","1","13","0",,,,,"0.002419865","0.002695596","0.002419865"
"192.168.1.7","192.168.1.16","56222","21","0x0010","False","True","False","0","68","Apr  1, 2024 00:38:54.805941399 Turquie","144.549452951","sll:ethertype:ip:tcp","459","56222 → 21 [ACK] Seq=1 Ack=21 Win=32128 Len=0 TSval=1729657964 TSecr=1326396",,,,,,,,"52","True","False",,,,"64","6","32128","21","1","13","0","0.000015182",,,,"0.000015182","0.002710778","0.000015182"
"192.168.1.7","192.168.1.16","56218","21","0x0018","False","True","False","15","83","Apr  1, 2024 00:38:55.134277143 Turquie","144.877788695","sll:ethertype:ip:tcp:ftp","460","Request: USER msfadmin",,,,,,,,"67","True","False",,,,"64","6","32128","21","1","12","0",,,,,"0.328335744","0.351578957","0.349195992"
